Hotel_name,Review_Title,Review_Text,Sentiment,Rating_Percentage,Review_Text_TR
Aloft Chennai Omr - It Expressway,Get the basics right!,"I always overlooked the funky lightings and the offbeat decor but one thing I can't get used to is the room itself. No storage space for clothes, odd shape of the room,the ac location which makes the room too cold or too hot and very ordinary service at the restaurant just makes it a bad place for business travellers.",2,60,"Her zaman korkak aydınlatmalar ve sıra dışı dekor göz ardı ettim ama alışamadığım bir şey odanın kendisi. Giysiler için depolama alanı, odanın garip şekli, oda çok soğuk veya çok sıcak ve restoranda çok sıradan hizmet yapan AC konumu, iş seyahatinde olanlar için kötü bir yer haline getirir."
Aloft Chennai Omr - It Expressway,3 star hotel with 5 star charges,"I like to stay here because the location has many options for eating and other shopping needs.

I have stayed many times here and things are perfect. At few points, I feel that it is little over priced.

Hotel is in excellent condition.",3,80,"Konumun yeme ve diğer alışveriş ihtiyaçları için birçok seçeneği olduğundan burada kalmayı seviyorum.

Burada birçok kez kaldım ve işler mükemmel. Birkaç noktada, biraz fazla fiyatlı olduğunu hissediyorum.

Otel mükemmel durumda."
Aloft Chennai Omr - It Expressway,Good,The hotel is modern hotel and the room was very comfortable. The staff were very pleasant. It is some distance from the airport and there is nothing around the hotel.,3,100,Otel modern otel ve oda çok rahat. Personel çok hoş. Havaalanından biraz uzakta ve otelde hiçbir şey yok.
Aloft Chennai Omr - It Expressway,happy,was really good :),3,100,gerçekten iyiydi :)
Aloft Chennai Omr - It Expressway,Nice hotel but food options are limited,Experience was good. I couldn't spend much time at aloft as I have come for an official purpose. The ambience is very good in the hotel.,3,80,Deneyim iyiydi. Resmi bir amaç için geldiğim için Aloft'ta fazla zaman harcayamadım. Otelde ambiyans çok iyi.
Aloft Chennai Omr - It Expressway,,"Facilities: Modern; Value: Inexpensive; Service: Go the extra mile; Cleanliness: Delightful; 
overall excellent in location for price.",3,80,"Tesisler: Modern; Değer: ucuz; Servis: Ekstra Mile Git; Temizlik: keyifli; 
Fiyat için konumu genel olarak mükemmel."
Aloft Chennai Omr - It Expressway,very good,"Really so good
The quality of food has to be taken care of",3,80,"Gerçekten çok iyi
Yiyeceklerin kalitesi halledilmelidir"
Le Royal Méridien Chennai,Wow...Awesome experience,It was great pleasant and memorable experience for me during the stay at Le Royal Meridien Chennai. The staff and crew are very professional and friendly. Special thanks to the the manager who helped me in celebrating my specie day here at the Hotel.,3,100,Le Royal Meridien Chennai'de kalırken benim için harika ve unutulmaz bir deneyim oldu. Personel ve mürettebat çok profesyonel ve güleryüzlü. Buradaki tür günümü kutlamama yardımcı olan yöneticiye özel teşekkürler.
Le Royal Méridien Chennai,"Was a pleasant stay, everything was super good !!!","Was a very pleasant stay, everything was super good from rooms to staffs to ambiance, food so forth !!!",3,100,"Çok hoş bir konaklama, her şey oda oda ve ambiyans, gıda çok iyi oldu !!!"
Le Royal Méridien Chennai,An economical hotel,Though hotel offers 24 hour stay for make my trip booking it is 12 noon highly objectionable. The price appears to be high for make my trip guests. Please contact them to remove the discrimination to make booking through make my trip more economical.,3,86,"Otel, benim gezi rezervasyonu yapmak için 24 saat konaklama sunuyor, 12 öğlen çok sakıncalı. Fiyatı benim gezi misafirleri yapmak için yüksek görünüyor. Yolculuğumu daha ekonomik hale getirmek için rezervasyon yapmak için ayrımcılığı kaldırmak için lütfen onlarla iletişime geçin."
Le Royal Méridien Chennai,,"Not quite like a 5 star experience , It is barely at a 3 star standard at present. Needs to do a lot of Improvement",2,60,"5 yıldızlı bir deneyim gibi değil, şu anda 3 yıldızlı bir standartta zar zor. Çok fazla iyileştirme yapması gerekiyor"
Le Royal Méridien Chennai,,"It was a nice staying here at this hotel

I would stay at this hotel next time but I was annoyed that I had to pay for wifi service",2,60,"Bu otelde burada kalmak güzeldi

Bir dahaki sefere bu otelde kalırdım ama wifi hizmeti için ödemek zorunda olduğum için rahatsız oldum"
Le Royal Méridien Chennai,No cooperation of staff,"As we had booked hotel for different date by mistake and requested for prepone the booking for which MakeMyTrip has well accepted, but on personal visit request also Hotel Staff didn't supported.for which spent almost 1hour over phone with MakeMyTrip executive and in the hotel reception.",1,29,"Biz yanlışlıkla farklı tarih için otel rezervasyonu ve Makemytrip iyi kabul edildi rezervasyon istedi, ancak kişisel ziyaret talebinde de otel personeli desteklenmedi."
Le Royal Méridien Chennai,No consideration for regular customers,"When I checked in last time, the service I received is very horrible. We stayed 2 person in a room. When we asked for water, they are on chargeable basis. Also @ nyte when we ordered food, they confirmed food is available and after half and hr i. e by 11:00 they are telling that, kitchen is closed. Food is not available. I",2,43,"Son kez kontrol ettiğimde, aldığım hizmet çok korkunç. Biz bir odada 2 kişi kaldı. Su istediğimizde, onlar ücretli bazda. Ayrıca @ nyte biz yiyecek sipariş ettiğimizde, onlar gıda mevcut ve yarısı ve İK i sonra doğruladı. E 11: 00'e kadar mutfak kapalı olduğunu söylüyorlar. Yemek mevcut değil. BEN"
Le Royal Méridien Chennai,Conversation was not that much,I had visited this hotel for official trip. The food quality was good. The activity was not available at the hotel. All amenities were provided in the room. The behaviour of staff’s was good in this hotel. I would not recommend this hotel for upcoming travellers. I don’t have any suggestion for this hotel.,2,57,Resmi gezi için bu oteli ziyaret etmiştim. Gıda kalitesi iyiydi. Etkinlik otelde mevcut değildi. Tüm aktivite odada sağlandı. Personelin davranışı bu otelde iyiydi. Yaklaşan gezginler için bu oteli tavsiye etmem. Bu otel için herhangi bir önerim yok.
Le Royal Méridien Chennai,Below par hotel,"Our stay at the hotel was very disappointing, on arrival the wifi was not working. The toilets are smaller than the cupboards. No other facility is available and cleanliness is also bad. The service for breakfast is great though and I appreciate that but for the rest I guess it was all a waste and unpleasant stay.",2,43,"Otelde bizim kalmak çok hayal kırıklığı, varışta wifi çalışmıyordu. Tuvaletler dolaplardan daha küçüktür. Başka hiçbir tesis mevcut değil ve temizlik de kötü. Kahvaltı için hizmet olsa harika ve bunu takdir ama geri kalanı için hepsi bir atık ve hoş olmayan konaklama olduğunu sanırım."
Le Royal Méridien Chennai,Good hospitality and value for money,Located centrally. Value for money. I should specially appreciate Mr. Prabhakar at restaurant for breakfast. Superb service. I definitely like to stay again. I will recommend superior rooms which are really awesome. Good hospitality and front office response is good.,3,86,Merkezi olarak bulunur. Para değeri. Bay Prabhakar'ı kahvaltı için restoranda takdir etmeliyim. Mükemmel hizmet. Kesinlikle tekrar kalmayı seviyorum. Gerçekten harika olan üstün odalar tavsiye edeceğim. İyi misafirperverlik ve ön büro yanıtı iyidir.
Le Royal Méridien Chennai,Good location but not good hotel to stay with family,"I have stayed in this hotel for a day but experienced very bad. The rooms are very small and not spacious and comfortable. The look from outside is good, but not hygienic one. Breakfast complementary but there is no variety available. The price is so high, but not worthy to stay. Can find a good hotel in the same surrounding at same cost. Overall, not so good experience with this hotel.",2,43,"Bu otelde bir gün kaldı ama çok kötü deneyimledim. Odalar çok küçük ve ferah ve konforlu. Dışarıdan görünüm iyi, ama hijyenik değil. Kahvaltı tamamlayıcı ama mevcut bir çeşit yok. Fiyat çok yüksek, ama kalmak layık değil. Aynı maliyetle aynı çevrede iyi bir otel bulabilir. Genel olarak, bu otel ile çok iyi bir deneyim değil."
Le Royal Méridien Chennai,Helpful front desk staff,"My flight to Chennai arrived in the middle of the night and I got to the hotel about 5.30am, realising I couldn't get into my room until midday. However the guy at the front desk let me have the room at 8am which I greatly appreciated.",3,80,"Chennai uçuşum gecenin ortasında geldi ve saat 5.30, öğleden sonraya kadar odama giremediğimi fark ederek otele vardım. Ancak ön büro adam 8 am oda var büyük takdir."
Le Royal Méridien Chennai,Centrally located and delicious breakfast,It was nice experience of stay in hotel. Hotel is located at the heart of the city. Very close to the railway station and bus stand so it will save time & money. Complementary breakfast was delicious. Recommended for stay for business /leisure / to see the city.,3,86,"Otelde kalmak güzel bir deneyim oldu. Otel, şehrin kalbinde yer almaktadır. Tren istasyonu ve otobüs standına çok yakın, böylece zaman ve para tasarrufu sağlayacak. Tamamlayıcı kahvaltı lezzetli oldu. İş / eğlence / şehri görmek için konak için önerilir."
Le Royal Méridien Chennai,awesome,"this is very good and decent place in chennai, near airport.. all set when i have arrived. thanks much. will come back again )",3,100,"Bu çok iyi ve iyi bir yer Chennai, havaalanına yakın .. ben geldi tüm set. Çok teşekkürler. tekrar geri gelecek)"
Le Royal Méridien Chennai,I never stay back here.,There are lot of hidden charges in this hotel. I ended up paying around 50 % extra above the room rate in addition to the tax. I never stay back here.,1,20,Bu otelde çok sayıda gizli suçlama var. Vergiye ek olarak oda fiyatının üzerinde yaklaşık % 50 ekstra ödemek sona erdi. Asla burada kalmam.
Le Royal Méridien Chennai,Good rest,Very near to airport. Staff are polite/,3,100,Havaalanına çok yakın. Personel kibar/
Le Royal Méridien Chennai,Nice lobby awful rooms,"Do not book this hotel. Got the worst room I have ever seen in a 5 star hotel in India

In the new room the faucet was loose and was ready to fall off

Avoid this hotel",1,20,"Bu oteli rezerve etmeyin. Hindistan'da 5 yıldızlı bir otelde gördüğüm en kötü odayı aldım

Yeni odada musluk gevşekti ve düşmeye hazırdı

Bu otelden kaçının"
Le Royal Méridien Chennai,its a good hotel,"The hotel was almost k.The staff peple were responsible with their duties.All are doing there joke upto the mark,But only few buggs,Overall the room are well ventilated amd could find few more things that are not much used.Overall i feel good with this.Rooms are not that much clean.I enjoyed your hotel company but not that much.Overall i hope its a gud time in ur hotel",3,65,"Otel neredeyse K. Personel Peple görevlerinden sorumluydu. Tüm orada işarete kadar şaka yapıyorlar, ancak sadece birkaç bugg, genel olarak iyi havalandırılmış AMD çok fazla kullanılmayan birkaç şey daha bulabilir. Bu konuda iyi hissediyorum. Odalar o kadar temiz değil. Otel şirketinizden çok keyif aldım."
Le Royal Méridien Chennai,,The carpet in the rooms and corridor need upgrade. Trash cans are full of rust and have holes in the bottom.,2,60,Odalardaki ve koridordaki halı yükseltme gerekir. Çöp kutuları pasla doludur ve altta delikler vardır.
Le Royal Méridien Chennai,"Superb staff, spa and food!","Superb staff, great food and amazing spa treatment. Love the lobby. Rooms are super spacious but needs a little brighter lights and more plug points. I was upgraded to a large room and my friends were in a different hotel and their room was modern but very small.",3,100,"Mükemmel personel, büyük yemek ve muhteşem spa tedavisi. Lobiyi seviyorum. Odalar süper ferah ama biraz daha parlak ışıklar ve daha fazla fiş noktasına ihtiyaç duyar. Ben büyük bir odaya yükseltildi ve arkadaşlarım farklı bir otel vardı ve onların odaları modern ama çok küçük."
Le Royal Méridien Chennai,,Cockroaches in the bathroom! Decent food and service.,1,40,Banyoda hamamböceği! İyi yiyecek ve hizmet.
Le Royal Méridien Chennai,PRAKAASHA,THE APPEARANCE IS GOOD AND THE STAFF CO-OPERATION ARE VERY GOOD. AND THE FOOD NEEDS TO BE IMPROVED A LOT. ROOM SERVICE SHOULD BE IMPROVED WE HAD A PROBLEM WITH TV BUT THE MAINTENANCE DEPARTMENT COULD NOT ATTEND ON TIME SO I AM NOT HAPPY WITH THIS. THE QUALITY OF THE SERVICE IN THE FRONT DESK ALSO NEED TO IMPROVE.,2,57,Görünüş iyi ve personel işbirliği çok iyi. Ve yiyeceklerin çok geliştirilmesi gerekiyor. Oda servisi geliştirilmeli TV ile bir sorun vardı ama bakım departmanı zamanında katılamadı bu yüzden bu yüzden memnun değilim. Ön bürodaki hizmetin kalitesi de iyileştirilmelidir.
Le Royal Méridien Chennai,Can't imagine it's a Starwood Hotel,"Shabby, musty rooms with cracked mirrors & washbasin. A rusted in-room electric kettle and an in-room controller that is on perpetual date 14 June.",1,20,"Shabby, çatlak aynalar ve lavabo ile küf odaları. Paslanmış bir oda içi elektrikli su ısıtıcısı ve 14 Haziran'da sürekli tarihte bulunan bir oda içi kontrolör."
Le Royal Méridien Chennai,good,very good hotel at a nice location.service is good and view are adorable.rooms are good and service is also very good.food is ok. staff are friendly.must visit this hotel once.welcome drink and staff behaviour was good.room service was also good.i like to visit this hotel once again in future.,3,71,Güzel bir konumda çok iyi otel.Service iyi ve görünüm çok güzel.Oomlar iyi ve hizmet de çok iyi. Personel dostudur. Bu oteli bir kez ziyaret et. Gelecek içecek ve personel davranışı iyiydi. Oda hizmeti de iyiydi. Gelecekte bir kez daha bu oteli ziyaret etmeyi seviyorum.
Le Royal Méridien Chennai,A hotel with good service,"The comfort Inn is really a comfortable hotel for the tourist's, it was amazing to stay in that hotel actually! Overall the infrastructure of the hotel was excellent and I am excited to stay there for the best service that they have done for me with group! I'm sure that I would like to be there for some other time.",3,71,"Comfort Inn gerçekten turist için rahat bir otel, aslında o otelde kalmak şaşırtıcıydı! Genel olarak otel altyapısı mükemmel ve ben grup ile benim için yapmış en iyi hizmet için orada kalmak için heyecanlıyım! Eminim başka bir süre orada olmak istiyorum."
Le Royal Méridien Chennai,Awesome rooms and facilities,"We usually visit Bangalore once in every six months and we prefer comfort while staying for we always choose Comfort Inn which has good reception. Rooms are awesome with maximum facility. In a place like Bangalore, it is very difficult to get parking space but we get good parking lot. Restaurant is good, not much expensive. Overall, rating is very good.",3,86,"Genellikle Bangalore'u her altı ayda bir ziyaret ediyoruz ve her zaman iyi resepsiyona sahip olan Comfort Inn'i seçtiğimiz için kalırken konfor tercih ediyoruz. Odalar maksimum tesis ile harika. Bangalore gibi bir yerde, park yeri almak çok zor ama iyi otopark alıyoruz. Restoran iyi, çok pahalı değil. Genel olarak, derecelendirme çok iyi."
Le Royal Méridien Chennai,Good room maintenance and food,Value for money,"The room maintenance was very good they were changing the bedspreads daily. The room facilities were AC, TV and other normal facilities and unlimited WiFi connectivity. Complimentary breakfast, dinner and welcome drink provided and also a bar facility at night. The food is very good and especially chicken items were good. It is economical hotel and worth paying for the hotel.",3,Para Değeri
Le Royal Méridien Chennai,"""Comfort at Reasonable Prize""!!!!!","I have stayed in Hotel Comfort Inn for couple of days. Its a very good facility in the heart of the city suitable for stay with family at reasonable rate. facilities and other arrangements are value for money. The have disciplined room service system. Lift facility is available. Overall, It was a nice experience for me at Hotel Comfort Inn, Bangalore",3,86,"Birkaç gün boyunca Hotel Comfort Inn'de kaldım. Şehrin kalbinde makul bir oranda aile ile kalmak için uygun çok iyi bir tesis. Tesisler ve diğer düzenlemeler para için değerdir. Disiplinli oda servis sistemi var. Asansör tesisi mevcuttur. Genel olarak, Hotel Comfort Inn, Bangalore'da benim için güzel bir deneyim oldu"
Le Royal Méridien Chennai,Excellent Place to stay with family,Everything was good and it was a peaceful stay. Food was extraordinary. Rooms are very clean and services were good as well.,3,80,Her şey iyiydi ve huzurlu bir konaklama oldu. Gıda olağanüstü. Odalar çok temiz ve hizmetler de iyi.
Le Royal Méridien Chennai,A good option in Chennai,This is a good option for business travelers in Chennai. It would have been even better if they had provided free airport pick up and drop off like Radisson,3,80,"Bu, Chennai'deki iş gezginleri için iyi bir seçenektir. Radisson gibi ücretsiz havaalanı alıp bırakmış olsaydı daha da iyi olurdu"
Clarion Hotel President,,"Hotel facilities are good, Staff at reception poor",2,60,"Otel tesisleri iyidir, resepsiyondaki personel"
Clarion Hotel President,Spacious rooms unlike other 3 star hotels,Spacious rooms and good breakfast buffet. Pool is small. Beach facing rooms . Overall we had good stay,3,80,Geniş odalar ve iyi kahvaltı büfesi. Havuz küçük. Plaj bakan odalar. Genel olarak iyi kaldık
Clarion Hotel President,,"Bathrooms were not cleaned, Towels were old and dirty",1,40,"Banyolar temizlenmedi, havlular eski ve kirli"
Clarion Hotel President,Nice hotel at busy part of city,"Hotel was clean, reception was welcoming though not courteous enough. Had to wait a lot for check out. Rooms were well furnished.
Breakfast menu was good and was tasty. All in all a good stay for short visit where you don't have to rely heavily on staff.",3,80,"Otel temiz, resepsiyon yeterince nazik olmasa da misafirperver. Kontrol için çok beklemek zorunda kaldı. Odalar iyi döşenmiş.
Kahvaltı menüsü iyi ve lezzetli oldu. Sonuçta iyi bir konaklama için iyi bir konaklama nerede büyük personel güvenmek zorunda değil."
Clarion Hotel President,Double Charges,"I Booked a room with two twins.  I tried daily to get the twin beds; I was told they would call me repeatedly. No one called.    
The room was never vacuumed and they ran out of towels.
When I checked out they charged me taxes even though I paid for the rooms through Expedia. Now I have to be reimbursed for the double room taxes I paid.  This stay was difficult.",1,40,"İki ikiz ile bir oda rezervasyonu.  Her gün ikiz yatak almaya çalıştım; Bana tekrar tekrar arayacakları söylendi. Kimse aramadı.    
Oda asla vakumlanmış ve onlar havlu bitti.
Ben check -out oda için oda için ödeme olsa bile bana vergiler tahsiller. Şimdi ödediğim çift odalı vergiler için geri ödenmem gerekiyor.  Bu konaklama zor oldu."
Clarion Hotel President,,Hotel is Decent. The buffet quality and options has depreciated for the worse.,2,60,Otel iyi. Büfe kalitesi ve seçenekleri daha da kötüsü için amortisman.
Clarion Hotel President,Value 2 Money,excellent,3,100,harika
Clarion Hotel President,"Efficient, functional, cozy place!","Efficient, functional hotel. Linen is clean but worn-off.  Staff is courteous and helpful but less than elegant. Slight change in the attitude of the property can make this place outstanding!",2,60,"Verimli, işlevsel otel. Keten temiz ama yıpranmış.  Personel, nazik ve yardımsever ama zarif. Mülkiyet tutumunda küçük bir değişiklik burayı olağanüstü hale getirebilir!"
Clarion Hotel President,Quite a functional place for brief business visit.,Functional. Not luxurious but quite efficient.,3,80,İşlevsel. Lüks değil ama oldukça verimli.
Clarion Hotel President,Sunny R&R in Chennai,"Easy walking distance to Mall with Cinema. Not many restaurants nearby, but fortunately the buffets at the hotel were very nice. No complaints. I would stay there again.",3,80,"Sinema ile alışveriş merkezine kolay yürüme mesafesinde. Yakınlarda çok sayıda restoran, ama neyse ki oteldeki büfeler çok güzeldi. Şikayet yok. Orada tekrar kalırdım."
Clarion Hotel President,,"Value: Great deal; 
No",3,100,"Değer: Çok büyük; 
HAYIR"
The Ambassador Pallava,Very old and dated hotel,"This was an unexpected horrible stay at this hotel. There was drilling going on all day on the roof due to construction work, there was a Bollywood movie set going on all day for three days that made movement in the hotel a pain, the hotel smelt musty and damp and the floors were sticky. The choice of food for non chilli eaters was non existent. I checked out and moved to a much better hotel.",1,40,"Bu otelde beklenmedik korkunç bir konaklama oldu. İnşaat işleri nedeniyle çatıda bütün gün sondaj vardı, otelde bir ağrı, otel küf kokusu kokusu ve zeminler yapışkan oldu üç gün boyunca bütün gün devam eden bir Bollywood filmi vardı. Biber olmayan yiyiciler için yiyecek seçimi mevcut değildi. Kontrol ve çok daha iyi bir otele taşındı."
The Ambassador Pallava,Overall good,Ac only in one mode. Can't adjust temp. House keeping has to improve. Lunch is really limited .curries not enough for provided food. Strange...,3,80,AC sadece bir modda. Sıcaklık ayarlayamıyorum. Evin tutulması gelişmelidir. Öğle yemeği gerçekten sınırlıdır. Verilen yiyecekler için yeterli değildir. Garip...
The Ambassador Pallava,Convenient hotel with excellent food,"The Ambassador Pallava was close to where I had meetings and unexpectedly close to attractions like the national art museum. The property is beginning to show its age, but the food and service were excellent.",3,100,"Büyükelçi Pallava, toplantılara yakın ve beklenmedik bir şekilde Ulusal Sanat Müzesi gibi cazibe merkezlerine yakındı. Özelliği yaşı göstermeye başlıyor, ancak gıda ve hizmet mükemmel."
The Ambassador Pallava,My home away from home,"I always stay here during my visits to Chennai and did so this time too.
All the staff from the door man, reception, concierge, house keeping, restaurant to the gym were extremely friendly and courteous and made me feel at home. as usual. The location was very convenient to get to all the places i had work at.",3,100,"Chennai ziyaretlerim sırasında her zaman burada kalıyorum ve bu sefer de yaptım.
Kapı adamı, resepsiyon, konsiyerj, ev tutma, spor salonuna restoran son derece samimi ve saygılı ve beni evde hissettirdi. her zaman olduğu gibi. Konumu, çalıştığım tüm yerlere almak için çok uygun."
The Ambassador Pallava,,Average,2,60,Ortalama
The Ambassador Pallava,,"It was good
Very friendly staff at the check in and at the restuarants",3,100,"İyiydi
Check -in ve restoranlarda çok güler yüzlü personel"
The Ambassador Pallava,Good location but Very old facilities,Breakfast service was Dhaba Style. Lacked sophistication and style. Not worth the price.,2,60,Kahvaltı servisi DHABA tarzı oldu. Sofistike ve stil yoktu. Fiyat değmez.
The Ambassador Pallava,Convenient location,"Overall value for money.
Was surprised the room was big for the price I paid",3,80,"Para için genel değer.
Odanın ödediğim fiyat için büyük olduğuna şaşırdı"
The Ambassador Pallava,Good Location and pleasant stay. I recommend this one.,"Location of The Ambassador Pallava is excellent, Rooms are very clean and excellent room service. Food is very good and hygienic. Friendly Staff. Travel and Tour information and help is available at Travel Desk. Banks and Hotels are nearby. I strongly Recommend.",3,100,"Büyükelçi Pallava'nın konumu mükemmel, odalar çok temiz ve mükemmel oda servisidir. Yemek çok iyi ve hijyeniktir. Güler yüzlü personel. Seyahat ve Tur Bilgileri ve Yardım Seyahat Masasında mevcuttur. Bankalar ve oteller yakındadır. Kesinlikle tavsiye ederim."
The Ambassador Pallava,Simply superb,"I have travelled to most of the state in India and few countries abroad. To be very frank it is the best hotel according to me. The feeling of comfort and safety, a homely atmost here. Stay once and experience.",3,100,"Hindistan'daki eyaletin çoğuna ve yurtdışında birkaç ülkeye seyahat ettim. Çok açık olmak için bana göre en iyi otel. Konfor ve güvenlik hissi, sade burada. Bir kez kalın ve deneyimleyin."
The Ambassador Pallava,Very good hotel and good service,"Very nice this hotel is near my home and I told my friend they stay in this hotel. Me also coming next time also this hotel, service is very nice. I applied many times in this hotel this hotel location is very good.",3,100,"Çok güzel bu otel evime yakın ve arkadaşım bu otelde kaldıklarını söyledim. Ayrıca bir dahaki sefere bu otel, hizmet çok güzel. Bu otelde birçok kez uyguladım bu otel konumu çok iyi."
The Ambassador Pallava,Pleasant stay,"Though it was a short stay the overall experience was good. The AC wasn't effective, especially for people coming from Bangalore. Breakfast could have been better. All the staff were courteous. Can't do much about the ambience, couldn't go for morning walk.",3,71,"Kısa bir konaklama olmasına rağmen genel deneyim iyiydi. AC, özellikle Bangalore'den gelen insanlar için etkili değildi. Kahvaltı daha iyi olabilirdi. Tüm personel nazikti. Ambiyans hakkında fazla bir şey yapamam, sabah yürüyüşüne gidemedim."
The Ambassador Pallava,Average stay,"It's located at nice place. Rooms are good but food is not that good and it is too costly too. Minimum things required in bathroom are not given. Toothpaste, brush and having kit is not given. They should have it.",3,71,"Güzel bir yerde bulunur. Odalar iyi ama yemek o kadar iyi değil ve çok pahalı. Banyoda gereken minimum şeyler verilmez. Diş macunu, fırça ve kiti verilmez. Sahip olmalılar."
The Ambassador Pallava,Nice hotel to stay,"The hotel is located in an ideal location, service is good. 24 hours coffee shop is nice. Stayed in 5th floor Rooms are good spacious.. All the basic requirements are available.. The pool is nice and huge.",3,86,"Otel ideal bir yerde yer almaktadır, hizmet iyi. 24 saat kahve dükkanı güzel. 5. kat odalarda kaldı iyi geniş .. tüm temel gereksinimler mevcuttur .. Havuz güzel ve büyük."
The Ambassador Pallava,Good stay,"The facilities are good. Value for money. TV has all channels in most languages. Room was clean and neat. Refrigerator working. Water kettle did not have auto cut off. AC was good. The bad thing was the restaurant for lunch and dinner, the buffet was overpriced, food was not great and was cold. The complimentary breakfast was good.",3,86,"Tesisler iyi. Para değeri. TV'nin çoğu dilde tüm kanalları vardır. Oda temiz ve temiz. Buzdolabı çalışıyor. Su su ısıtıcısı otomatik kesilmedi. AC iyiydi. Kötü şey öğle ve akşam yemekleri için restoran, büfe overpriced, yemek büyük değildi ve soğuktu. Ücretsiz kahvaltı iyiydi."
The Ambassador Pallava,Nice location but not good ambience,"The location of the hotel is nice but the ambience is not good. They have to concentrate and the lift is not working by god's grace we escaped otherwise we would have trapped. They have to maintain and the breakfast is also not nice, they have to improve.",2,43,"Otelin konumu güzel ama ambiyans iyi değil. Konsantre olmak zorundalar ve asansör Tanrı'nın lütfu tarafından çalışmıyor, aksi halde tuzağa düştük. Bakmak zorundalar ve kahvaltı da hoş değil, gelişmek zorundalar."
The Ambassador Pallava,Pleasant stay,It was pleasant stay at Hotel Ambassador Pallava Chennai.. Good location and good service.. Breakfast was good.. Recommended for travellers with family or official purpose. This property is not far from railway station or bus station...,3,71,Hotel Büyükelçisi Pallava Chennai .. iyi konum ve iyi hizmet .. kahvaltı iyi .. aile veya resmi amaçlı gezginler için önerilir. Bu mülk tren istasyonu veya otobüs istasyonundan uzak değil ...
The Ambassador Pallava,Decent and good hotel to stay,"It's good and clean hotel and happy to stay here. Will suggest other to stay here and see the happiness of this hotel location, service and facilities.. It will be liked so much that a person wanna stay once again. Its good to stay with family too, I had stayed single but if I come back again here will be staying here only.",3,86,"İyi ve temiz otel ve burada kalmak mutlu. Burada kalmak ve bu otel konumunun, servis ve tesislerin mutluluğunu görmek için önerecekler .. Bir insan bir kez daha kalmak istediği kadar çok sevilecek. Aileyle birlikte kalmak da güzel, bekar kalmıştı ama tekrar geri geldiysem burada sadece burada kalacak."
The Ambassador Pallava,It's a old heritage type of hotel,Ambience and hospitality is good. Interiors are good like any heritage hotel. Located in very convenient place to move around the city. People are good and ready to serve you as possible. But need maintenance of the bathrooms.,3,71,Ambiyans ve misafirperverlik iyidir. İç mekanlar herhangi bir miras oteli gibi iyidir. Şehir etrafında hareket etmek için çok uygun bir yerde yer almaktadır. İnsanlar iyi ve size mümkün olduğunca hizmet etmeye hazır. Ancak banyoların bakımına ihtiyaç duyar.
The Ambassador Pallava,Not that good,The location and all amenities are good but nearby hotels are more good and value for money. The hotel is old and had a rustic smell. Nearby good EA mall. Breakfast served was good. Stayed for a day only and then shifted to nearby good hotel.,2,57,Konumu ve tüm aktivite iyi ama yakındaki oteller daha iyi ve para için değer. Otel eski ve rustik bir koku vardı. Yakındaki iyi EA Mall. Kahvaltı servis iyi oldu. Sadece bir gün kaldı ve sonra yakındaki iyi otel kaydırıldı.
The Ambassador Pallava,Staff are very polite and helpful,"Breakfast buffet is very average. Hotel and rooms has that very old look. It does not have that glamour look it had 30 years ago, when I stayed here last but at the rate I got my room on MMT and the location of the hotel... It was worth the money.",3,71,"Kahvaltı büfesi çok ortalama. Otel ve odalarda çok eski bir görünüme sahiptir. Bu cazibe görünümü yoktu 30 yıl önce, ne zaman burada kaldı ama ben MMT odam var ve otelin konumu ... paraya değdi."
The Ambassador Pallava,Old style 4 star property,AC does not work in the hotel as it is a very old AC and beyond repair I guess. TV is also the old box styles TV with limited channels. All other facilities are good and service also is good. The location is a great advantage. Old style 4 star property.,3,71,"AC, çok eski bir AC ve onarımın ötesinde sanırım otelde çalışmaz. TV ayrıca sınırlı kanallara sahip eski kutu stilleri TV'dir. Diğer tüm tesisler iyidir ve hizmet de iyidir. Konumu büyük bir avantajdır. Eski Stil 4 Yıldızlı Özellik."
The Ambassador Pallava,Average stay,"Pretty average stay, Location and all was fine but then, booked the same basis reviews, that prove to be exaggerated! Checked in late night at around 11. 30 PM, ordered Dinner, it took almost 1 hour for delivery and the dish was not the one that was ordered. WiFi never worked. Breakfast average. Overall, if you are willing to compromise on certain aspects, I would say Value for Money.",3,71,"Oldukça ortalama konaklama, konum ve tüm iyiydi ama sonra, abartılı olduğunu kanıtlayan aynı temel incelemeler rezervasyonu! Gece geç saatlerde saat 11.30 civarında, akşam yemeği siparişi, teslimat için neredeyse 1 saat sürdü ve yemek siparişi verilmedi. WiFi hiç çalışmadı. Kahvaltı ortalaması. Genel olarak, belirli yönlerden ödün vermek istiyorsanız, para için değer söylerim."
The Ambassador Pallava,"Vintage property in Egmore, Chennai","Stay was comfortable. Its an old property and has a vintage feel to it. Staff is friendly and efficient. Pool is incredibly crowded, mainly kids, maybe due to vacation time.",3,80,"Kalma rahattı. Onun eski bir mülk ve vintage bir his var. Personel samimi ve verimli. Havuz inanılmaz kalabalık, çoğunlukla çocuklar, belki tatil zamanı nedeniyle."
