HotelName,Review,Rating
Side Moon Palace Hotel,Mükemmel bir tatil yaşadık.Herseyiyle harikaydı.Temizlik günlük kontrol ediliyor yemekleri de aynı şekilde ne istersen var.Herseyiyle 4/4lük verdiğim paraya değdi.Kesinlikle tavsiye ederim.Teşekkürler Side Moon Palace Hotel.Bundan sonra başka otellere bakmadan gelebileceğim tek adres,5
Side Moon Palace Hotel,"Giden degil gitmeyen pişman olur.tavsiye ederim çocuklu ailelere özellikle 
Animasyon ekibi sürekli aktifler 
Barlar da istediğiniz herşey mevcut calisanlar güler yüzlü ve caliskanlar.
Havuz aqua si çok eğlenceli
Tekrar gelmeyi dusundugum bir hotel var artik",5
Side Moon Palace Hotel,Yeni açılan bir otele iyi bir hizmet almak için tercih ettim fakat pişman oldum.Havuz çok pis dibi kumlu.Animasyon bir iki defa oldu ve vasat.İlk yarım saatte misafirler kalkıyor.Otelin sosyokültürel yapısı düşük tuhaf bakışlardan rahatsız oldum.Animasyon ekibi amatör fırsatını bulunca uygunsuz hareketlerini gördüm.Akşamları sıkıntıdan lobide oturmak zorunda kaldım.Otel yapısı gereği odalar galeri boşluğuna bakıyor lobiden gürültü sesi geliyor.Yemekler yeterli ama denize gitmek işkence.Havuz başında bağıran çocuklar vardı huzur yoktu Birdaha gelmem tavsiye etmiyorum,2
Ladonia Hotels Adakule,Lütfen rica ediyorum bu kötü yorumları yaparken elinizi vicdanınıza götürün bu bütçeyle yapılabilecek en güzel otel otelde hersek mevcut misafir ilişkileri Pınar hanım ne rica ettiysek tüm isteklerimizi yerine getirdi personeller güler yüzlü manzara harika yemekler güzel temizlik yerinde daha ne  lutfen ne istiyorsunuz!!!,5
Ladonia Hotels Adakule,Herseyi çok beğendim animasyon muhteşemdi  Yemekler güzeldi  içecekler de güzeldi   bi çok şeyi  beğendik  hersey güzeldi  muhteşem bi tatil geçirdik hersey için çok tesekur ederiz konumu manzaraları muhteşemdi,5
Ladonia Hotels Adakule,Oteli geldigimiz gunden beri cok begendik olumsuz giden hicbirsey olmadi  yemekler basarili bol ve cesitli manzaraya diyecek bir soz yok harika otesi denizi plaji cok iyi su sporlarinin olmasi bizi cok eglendirdi,5
Ladonia Hotels Adakule,Kotu yorumları hak etcek bır otel kesınlkle degıl eglenmesını ve ıc dunyanızda mutlu ısenız sayet mutlu olursunuz herkesı.n butcesıne uygun cocuklarına tatıl ımkanı sunabılecegınız bır otel aguası denızı havuzu temız yemekler ıyı manzara super herkes gelebılır  cunku butcesı oldukca uygun,5
Ladonia Hotels Adakule,Otelı sureklı sıkayet eden ınsanlar ıc dunyasında gercekten mutsuz ınsanlar otelde hersey guzel yemekler cesıtlı denızı var aguası var havuzu  mus gıbı temız daha bu jadar paraya ne ıstıyorsunuz doye sormak  manzara harıka  sehır merkezıne yakımn oersonel canla basla calısıyot,5
Ladonia Hotels Adakule,Otel çok eski. Ve artık bakımsızlıktan herşey dökülüyor öğlenleri yemek çeşidi yok denecek kadar az gün içinde 24 saat açık bar ı harici alkol çeşidi yok düşünün ayran ve ıce tea bile yok denize giremiyorsunuz her yer kayalık ve yosun deniz kestaneli uyarıları her yerde var bu yüzden herkes havuzlar da ve otel kapasitesi kadar yeterli havuz yok hafta sonu İstanbulda Aqua parka gitmiş gibi düşünün o kadar kalabalık sadece suya girebiliyorsunuz çalışanlar ne kadar durumu toparlamaya çalışsada onlarında yapabilecekleri bir yere kadar iyi bir müdüre ihtiyaç var eksikleri tamamlamaları için otelin acil bakım a girmesi lazım bu şekilde giderse 3 seneye kapatırlar,1
Ladonia Hotels Adakule,"Hayatınızda görüp görebileceğiniz en kötü otellerden biri olabilir.  Odada klimalar çalışmıyor, kasa çalışmıyor, dolap kırık, ek yatak istiyorsunuz oda kırık. Arıyorsunuz resepsiyona ulaşamıyorsunuz. tatiliniz büyük bir zamanı asansör beklemekle geçiyor. Hergün hemen hemen aynı yemekler çıkıyor ki kalitesi çok düşük. Yemek almak içinde uzun kuyruklar beklemelisiniz. Düşünüyorum fakat şu güzeldi diyebileceğim tek birşey bulamıyorum. Asla tavsiye etmiyorum, paranıza yazık etmeyin",1
Ladonia Hotels Adakule,"Oncelikle koskoca otel ana binasinda 2 adet asansor var ve binmek imkansiz, insanlar dakikalarca sira bekliyor. Temizlik vasat. Yemekler ciddi anlamda berbat. Neye gore 5 yildiz almis anlamis degilim.",1
Ladonia Hotels Adakule,Konumu manzarası çok güzel birotel arkadaşlarımla geldiğim için bir katdaha eğlenerek ayrılıyorum aguasi denizi havuzu çok temiz odalar heran temizlenip havlulariniz değiştiriliyor yemekler çeşitli ve lezzetli personel güler yüzlü misafiriliskileri Pınar hanım çözüm odaklı bir bayan herkese teşekkür ederiz seneye buluşmak üzere Ladonia,5
Ladonia Hotels Adakule,17.06.2022 tarihinde otelinize giriş yaptım. Öncelikle hemen bagajlarım çalışan bellboy arkadaşlar tarafından emniyetli bir şekilde alındı . Daha sonra çok güler yüzlü bir resepsiyon tarafından giriş işlemlerim alınarak hiç bekletmeden odama aldılar. Normal giriş saati 14.00 deydi ama çocuğum olduğu için öncelik tanındı. Odam güzel standart bir deniz tarafına bakan bir oda temin edildi.Otelin yemekleri ödediğim fiyata göre gayet lezzetliydi.Ailemle huzurlu ve keyifli vakit geçirebildiğim için çok mutluyum.  Tekrar geleceğim...,5
Sueno Hotels Deluxe Belek,"hotelden cok memmun kaldık yemeklerinden gayet memnum kaldık, seneye bırdaha kesınlıkle geliyoruz, anımasyon ekibinden cok memnun kaldık hakan beye ilgilerinden oturu tesekkür ederim bizimle ilgisi güzeldi, tüm hotel personeline ayrıca güleryüzlülüğünden ötürü tesekkür ederim",5
Sueno Hotels Deluxe Belek,"Tavsiye üzerine geldim otel karşılama olsun odalar çok  güzel beach barda çok güzel manzaralı kokteyller 
Üst lobi barda hızlı servis ilgi alt lobi barda güler yüzlü personel hiç beklemediğimiz kadar ilgi barda Tevfik şefe ve çalışanlara tşk ederiz tekrar görüşmek üzere,🍻",5
Sueno Hotels Deluxe Belek,Herkese Merhabalar sueno hotelde gecirdigimiz tatilden gayet memnun kaldik animasyon ekibi harikaydi hakan beyin aktivitelerinden cok memnun kaldik bu guzel performans icin animasyon ekibine tesekkur ediyoruz. Hotelde su eksikti diyebilecegimiz birsey yoktu gercekten,5
Sueno Hotels Deluxe Belek,"Otel mükemmeli herşeyiyle tatmin eden bir tesis.en çok memnun kaldığım animasyon gurubu ve Sıla hanımın sıcak ve içten yaklaşımı.keyifli tatil,kaliteli yiyecekler içecekler,otelin temizliği için teşekkür",5
Long Beach Resorts,Otele 10 uncu gelişim ve her geldiğimde daha mutlu ayrılıyorum her konuda mükemmel bir otel gerçekten yemekleri olsun alkolleri olsun çok iyi ve tatmin edici eğlence konusunda değil Alanya'da Türkiye'de tek ani asyon ekibi harika hepsine ayrı ayrı teşekkür ediyorum (Harun bey Katya hanıma )ayrı teşekkür ediyorum ilgilerin den dolayı seneye görüşmek üzere,5
Long Beach Resorts,Otel büyük güzel ama yemekler eskiye nazaran kötü grill meat bölümü var ama et yok sadece  tavuk her yerde. animasyon da  eskisi gibi değil çünkü animatör cok az yetisemiyorlar  eskiden 30 40 animatör vardi bizleri eylendiriyolardi simdi 9 10 kişi var sayi yetersiz ama gene arkadaş lar ellerinden gelenin eniyisini yapıyorlar burdan teşekkür etmek ıstiyorum animatör lera alican anastasiya puskinova ilgileri ve enerjileri ile tatilimiz daha iyi gecti diyebilirim,4
Trendy Lara,Otelde son gunumuz aile olarak geldik ve cok eglendik hersey yolunda restaurant ve bar personalleri cok guzel calisiyor en iyisi ayse hanim cunku bizim garsonumuz oydu aksamlari o lobby servisi iyiydi en cok tesskkurler🌹👍🏻❤️,5
Trendy Lara,"Kemal Çelik'ten çok memnun kaldık. Müşterilerle iletişimi çok iyi. Bizimle hep ilgilendi. Aklımızda takılı kalan her soruyu yanıtladı. Otel Hakkında Bilgi verdi. Seri, pratik ve çalışkan. Kendisine çok teşekkür ederiz.",5
Trendy Lara,"Biz iki aile Eylül ayında tatile geldik şuan itibariyle cikmaktayiz tatil deneyimi sizlerle paylaşmak istiyorum özelikle personelin bu kadar güler yüzlü olması sizin için en önemli avantajı.mutfak çok çok iyi ustaların ellerine ve yüreğine sağlık.personeldengiriste Arif bey Ilgın ilk girişte bana yetti sonra mutfak şeflerinden Hakan Kaymaz Bey kardeşim seni çok sevdim iyiki seni tanıdım hep gül bu otel senin gibi birine sahip olduğu için çok şanslı harika insan kucaklıyorum seni.brach bardaki şef ferdi bey çok iyisin yürekten teşekkür ederim Vedat işini ne kadar özverili yapıyorsun tatil süresince takip ettim otelin snsisin sen bu arada Mehmet Ali guler yüzün bu otel için avantaj ilgin için teşekkür ederim ayrıca kahvaltı için akşam yemeği için bahçede görevli Selçuk bu nebulunmaz ilgi ve alaka,Tanju seni söylemezsem eksik kalırdı hizmetin otele çok güzel insanları getirir birde beach bardaki Kemal bu bitmez tükenmez enerji sizleri 6 gün boyunca takip ettim bu güzel isimler her gittiğim yerde sizleri hep anlatacam ayrıca Onur Bey böyle bir ekibe sahipsin çok şanslısın.ama şimdi eleştiri kısmına geleyim deniz kısmı çok vasat çocuklara yönelik hiç bir etkinlik yok dezavantajı en büyüğü.cocuk kulübünde bütün çocuklar çıplak ayakla dolanıyor o ayaklarla tuvalete gidiyorlar sonrada oyun alanına geri geliyor lar bunca yıldır tatil yapıyorum ilk defa böyle bir şey gördüm vede ikinci günden sonra kızımı göndermedim çocuğum gidene kadar hapsirdi havuz başında ki aktiviteler bana göre biraz zayıftı.son olarak lobby bardaki Bahar kızımız o güzel gülüşün vede gelir gelmez ilgili olman siparislerimizi hatırlayıp getirmen harika teşekkür ederim ",3
Trendy Lara,Gayet güzel ve modern bir otel gerek a la carteları gerek ana restoranı gayet iyiydi havuzlar güzel ve temizdi tek eksi sayabileceğim kısım sahil kısmı ama o da bizim için yeterliydi ama havuz yerine sahil tercih eden insanlar biraz hayal kırıklığına uğrayabilir son olarak da villa bardaki İlker Bey ve Nilay'a Aquaparktaki İsmail ve Melike'ye teşekkürler.,5
Ladonia Hotels Adakule,"Arkadaslarimla geldiğim bu tatil süresince çok eğlendik otel tek kelime ile profesyonel işleyişi vardı personeller cana yakın ve guleryuzluydu manzara 2 vadi şeklinde oturulmus güzel bir konumu var otelin manzarası,denizi herseyi mükemmel yemekler bol çeşitli lezzetli bellboylar çok yardım severler resepsiyonda aynı şekilde guleryuzlu ve yardimseverler",5
Ladonia Hotels Adakule,Fiyatina göre iyi bi otel beğendim animasyon ekibi iyiydi bi çok şeyi sevdik herşey için çok teşekkür ediyorum tekrardan görüşmek üzere  yemekler  içecekler guzsldi bir çok şeyi beğendim  konumu muhteşem Bi otel,5
Ladonia Hotels Adakule,Otel guzel cocugum ve esım ıcın geldım gayet konforlu calısan herkes ıyı guest Pınar cok konuskan tatlı odalar ıstedıgınız an temızlenıyor yemekler cesıtlı ve lezzetli denızı ve manzarası olaganustu herkese tesekkur eder tum gelecek mısafırlere tavsıye ederız🙏,5
Ladonia Hotels Adakule,otrlr 5 kişi geldik 3 gece 4 gun kaldık otelde otel gerçekten cok büyük cok güzel ilk başta bi ksybolms korkusu vsrdı sma sonra alıştık bol bol fotograf çekildik manzara konum harika hep hsvuz başında takıldık hsvuz basındaki muzikler harika yemekler süper animasyon harika bizim mükemmel bir tatil geçirmemize yardımcı oldular animssyon ekibinden ümitcan bize cok yardımcı oldu herkese herşey için cok teşekkür ederim🙏,5
Ladonia Hotels Adakule,Herseyi cok begendik  fazla soylenecek bir kelime yok otele atilan yorumlara aldirmayin burasi cok pahali bir otel degil fiyatina gore cok iyi bir hizmet  veren bir otel herşey  icin cok tesekkur ederizz,5
Ladonia Hotels Adakule,Havuz deniz çok temizdi alkoller yerli alkol ama güzeldi  yemekler lezzetliydi otelin temizliği muhteşemdi konumuna dicek bı kelime bulaniyoruz akşam ve sabah aktivuterlerj muhteşemdi herşey için çok teşekkür ederiz ladonia ailesi,5
Ladonia Hotels Adakule,"Nereden başlasam ki, ilk şunu soyleyim eğer 5 hatta 4 yıldız konseptine gittiyseniz sakin kiyaslamiyorum bile, ilk kez otel tatili yapanlar yada bu seviyede bir otele gidenler beğenebilir . Ama bakanlık 5 yıldız veriyorsa guvenipte gitmek en doğal hakkımız. Bence denetlenmiyor bu otel yoksa gecemezdi standartları. Neyse demekki guvenmeyecekmisiz. Otel çok eski hiç yenilenmemis. Atıl duran yerler var ve mecbur görüyorsunuz buraları, bı kere pis, ama temizlik yapılsa da gözükmez bu otelde, klimalar evet soğutmuyor ama otelin konumu itibariyle camlar acik yatinca sıcak hissedilmiyor. Yemekler çok kötü çok, tavuk sevmiyorsanız gelmeyin mideniz hassas ise gelmeyin, beyaz peynir çeşidi hiç yok kaşarı otlarla karistirmislar.omlet yok.havuzda karton bardak denizde karton bardak okey ama lobi barda restaurantta kabul edemiyorum. Söyleyince de patronun tercihi deniliyor, gerçi ne kadar şikayetçi olsakta bu durumdan sadece alkollü içeceklere verilen cam bardaklarin pisliğini görünce iyiki dedik🫢 biz yorumları okuyarak bilerek geldik fiyat performans oteli dedik ama onda da yanılmışım performansin da çok çok altında. Böyle bir deneyim yasattiklari için çok üzgünüm... Tercih sizin...",1
Ladonia Hotels Adakule,"4 gece 5 gün konaklamak üzere otele geldik ve tam anlamıyla rezalet bir otel. Daha önce 5 yıldızlı bir otelde kalmamış olsak ultra lüks olduğuna inanacağız ama otel işletmek nedir bilmeyen birisinin elinde olan çalışanların dahi misafir anlayışında olmayıp abla abla diye gezdiği bir otel. Yemekler bulamaç, önceki günden kalma patatesleri yemeklerin içerisine koyuyorlar ve ben kaldığım dört gün boyunca kustum. Otel yönetimine bunu ilettiğinizde kabullenmiyor, özellikle misafir görevlisi Pınar hanım misafirlerini dikkate almayan daha da hayır hayır olmaz olmaz diye üste çıkmaya çalışan birisi. Odamız üç kişilikti fakat her şeyden iki kişiye yetecek kadar vardı bunu resepsiyona ilettiğimizde omuz silkmeleri ile karşı karşıya kaldık. Klimalar çalışmıyor, merkezi sistem diyerek işten sıyrılıyorlar. 3. günümüzde otel garsonlarının giydiğim büstiyeri bikini zannetmesi üzerine bağnaz bir şekilde uyarılmaya magruz kaldım kendilerine durumu anlattığımda ise mahalle kavgasına dönüştürerek bana laf söylemeye başladılar. Asansörler kapasiteyi karşılamıyor, tüm tatil boyunca gününüz asansör bekleyerek geçiyor. Otelin etrafı tamamen merdiven dolu, havuza gitmek için uzun bir merdiven inip çıkıyorsunuz,denize gitmek için yine aynı şekilde merdivenler var. Odanızda resepsiyonu aradığınızda asla açmıyor, acmadiklari için otelin numarasını arıyorsunuz ona dahi bakmıyorlar. Ama gideceğimiz gün daha bir saat kala çıkacaksınız değil mi diye arka arkaya aradılar. Gece saat 4'te tüm civar oteller sükut halindeyken, otelde kalan bazı misafirler alkolün etkisi ile taşkınlık yapıp gürültü çıkardığında müdahale etmediler. Yani uyumaniz bile imkansız hale geliyor",1
Side Moon Palace Hotel,"Temmuz ayında ailemle konakladık. Oteli tercih etme nedeni bir kez de yeni yapılmış bir oteli denemek ve daha kaliteli bir tatil geçirmekti.  Ancak otel henüz bitmemiş, her an asansörde bir inşaatçı ile karşılaşmanız mümkün. Ve bazı saatlerde çalışma sesleri de oluyor. 
Otelde bir çok sorunla karşılaştık. Bir kaçına çözümü yeterli olmayınca artık şikayet etmek yerine tatili bu şekilde sonlandırmak çok daha uygun olduğuna kanaat getirdik. Bunlardan biri otelde ilk 2 gece hiç eğlence olmaması, diğerlerinde de vasat organizasyonlar yapılması. Açıkçası ilk defa sıkıldık ve paranın karşılığını alamadığımızı düşünüyorum. Konuyu misafir ilişkilerine ilettik. Ancak bize ek ala carte ve birkaç saat geç çıkışla telafi önerdiler.  Daha iyi bir oda, 1 gece ek konaklama gibi daha iyi bir teklifle gelebilirlerdi.

Animasyon ekibi kesinlikle gözden geçirilmeli. Hem eğlenceli değiller hem de başka sorunlar mevcut. Kesinlikle gece barlara birlikte gitmeyin. Yabancı turistlerin sarhoşluğundan istifade edip bir takım elle taciz hareketlerine gözümle şahit oldum. Bunları da direk misafir ilişkilerine ilettim. Arkadaşlar eğlendirmek yerine kendi cinsel açlıklarının peşindeler. Her şeyden önce biz orada size emanetiz… Dönüş yolundaki muhabbetleri ise buraya yazmıyorum bile. Kesinlikle kadın animatör olmalı en azından bunlar olmaz. 

Yemek ve içecek konusunda fiyata göre ideal olduğunu söyleyebilirim. Barlar aşırı yoğun ve sıra bekliyorsunuz. Yemek esnasında içeceklerin servis edilmesi iyi bir durum. 

Misafir kalitesi maalesef iyi değil, eşinize dik dik bakabiliyorlar. Madem böyle yapacaksınız size uygun otellere gidin. Çocuklu ailelerin ebeveynlerinin çokça bağırdığı çocukların zırlamasının yoğun olduğu ve asla dinlenemeyeceğiniz bir alan havuz alanı.  Hiç gölge ve yeşil alan yok. Tesis kaydıraklı havuz , konaklama alanı ve ana havuzdan ibaret. Yani çok küçük . Denize servis ile gidiliyor ama çok kalabalık ve ayakta gitmek hoş değil. Sahildeki barda ciddi sıkıntı var, soğuk içecek ve buz sorunu var. Yardımcı olma bahanesiyle şezlong görevlisinin sürekli güneşlenen insanların etrafında olması güzel bir şey değil. 

Otopark sorunu şimdilik yola park ile sorun yok gibi olsa da ileride olacaktır. 
 Temizlik konusunda üstün körü her gün temizlik yapıldı. Fakat inşaat kalıntıları gerek oda da gerekse havuzda vardı.",3
Side Moon Palace Hotel,sapık fotoğrafcınız yüzünden tatilim zehir oldu ve kocamla ayrılma aşamasına geldik biz tatile kafa dinlemeye dinginleşmeye gelmiştik oysaki ama sayenizde yuvam yıkılma aşamasına geldi yanınızda çalışan insanların kalitesi kadarsınız yazıklar olsun,1
Side Moon Palace Hotel,Temmuz ayında ailemle birlikte Side Moon Palace otelde tatil geçirdik.Otel yeni olmasına rağmen herşey çok güzel.Özellikle Nisa Hanıma güler yüzlü davranışından dolayı ailecek çok teşekkür ederiz.Seneye tatil yapacağımız otel şimdiden belli.,5
Side Moon Palace Hotel,"Otelin yeni açılması ile ilk etapta korkularımız oldu.  otele geldiğimiz an da güler yüzlü personel ile karşılaşmamız bizleri cok mutlu etti. Jooly tur berivan hn. Yönlendirmesinden dolayı için çok  teşekkür ederiz. Tüm çalışanlarımızın isimlerini tek tek yazmak isteriz ama hepsi aklıma gelmiyor.animator ekibi;dj  batuuuu,  Seyit, emir,beyza ve diğerleri, havuz başı bar ekibi izel, bekir,abdulselam, lobi bar da nisahn. mukemmel bir görevli geleceğin bence yönetici adayı, oda temizliği görevlileri, yemekhane çalışanları ve genel müdür Mehmet bey anlık çözümlerinden dolayı teşekkür ederiz. Böyle güzel güler yüzlü ekibi bir araya getiren yönetime çok teşekkür ederiz.Ailece gelebileceğiniz mükemmel ötesi bir otel kesinlikle gelebilirsiniz. Jooly tur berivan hn. Yönlendirmesi için çok  teşekkür ederiz.",5
Long Beach Resorts,"Her şeyi ile ilgili ve her konu da yardımcılar. Keyifle seçebilirsiniz. Her konu da yardımcı olan ve sizi güler yüzle karşılayan insanların olduğu bu oteli gönül rahatlığı ile seçebilirsiniz. Memnun kalırsınız,",5
Long Beach Resorts,Bu otele bir arkadaşın tavsiyesi üzerine geldik ve gerçektende arkadaşın söyledikleri gibi  ilk günümüz zaten oteli keşfetmekle geçti inanılmaz derecede büyük bir otel içerde yok yok aqua parkı harika 8-9 tane havuzu var yani bir yeri begenmedigimizde diğerine gidebiliyoruz bu harika çok fazla seçenek var nereyi sececeğimizi şaşırdık  personel çok iyi güler yüzlü zaten animasyon ekibine dileyecek bir sek yok  bu enerjiyi nereden buluyorlar anlamıyorum gerçekten  sürekli aktifler hiç yorulmuyorlar  aktiviteler çok eğlenceli  gece şovları iyi  disco bir otel için çok iyi kısacası beklerimizden daha iyi teşekkürler long beach🙏,5
Sueno Hotels Deluxe Belek,"Odaları yemekleri hizmeti ile çok güzel bir tesis, personel çok misafirperver, hem yaz tatili hem golf tatli için her daim tercih edilebilir, eğer tercih edip geldiyseysiz güzel bir tatil sizi bekliyor :) ,şimdiden iyi tatille",5
Sueno Hotels Deluxe Belek,sueno hotelin animasyonu ve showlarindan gayet memnun kaldik personellerin gukeryuzlulugu gercekten bizi cok memnun birakti. hakan beye ilgilerinden oturu ayrica tesekkur ederiz yaptirdigi spor aktiviteleri bizi cok eglendirdi ve tatilimizi guzel gecirmemizi sagladi,5
Sueno Hotels Deluxe Belek,"Otelden çok memnun kaldık. Özellikle animasyon ekibi çok eğlenceli ve Güler yüzlü. Her gün bizimle ilgilenip güzel bir enerji veriyorlar. Suenonun animasyonu professional bence. Güldane hanımdan memnunuzun çok teşekkür ediyoruz su jimnastiği için. Biraz spor da yaptık. Genel olarak çok teşekkür ederim Sueno,yine geleceğiz seneye🙏",5
Sueno Hotels Deluxe Belek,"Rstiran servisi ve yemekleru guzel, animasyon eglenceli otelin genelinde hic bir sorun yasamadik hatta animasyon etkinliginde odul olarak sarap kazandik cok hosumuza gitti. Misafir iliskileri cikisimiza Kadar cok ilgilendi gercekten cok memnun kaldik ve herkese tavsiye ederim. Tekrar gelmek cok isteriz...",5
Sueno Hotels Deluxe Belek,Otel cok iyi cok memnunum iyiki gelmisim animasyon ekibi cok iyi cok memnun kalfim ozellikle sila hanim cok guleryuzlu ve tatli guzel bir kiz bizinle cok ilgili davrandi yemekler desen mukemmel tavsiyebediyorum oteli,5
Trendy Lara,"04-09 Eylül arası 3634 nolu odada ailem ile birlikte konakladığımız Trendy Lara'dan çok memnun olarak ayrıldık. Otele saat 10:50 de girmemize rağmen odamız saat 11:00 de verildi. Oda büyüklüğü, kullanışlığı ve temizliği çok güzeldi. Oda için tek eleştirim Odanın aydınlatmasının yetersiz, loş oluşu.
Yeme-içme kalitesi üst düzeydeydi. İçecekler kalite markalar, yeme içme konusunda da hiçbir şeyden kaçınmıyor tesis. Sabah kahvaltılarında pastırma var mesela. Öğle ve akşam yemeklerinin tümünde kırmızı et mevcut. Ala cart snack restaurantı çok hoşumuza gitti. Öğlen yemeklerinde menüden sipariş verip, masanıza servis edilmesi güzel bir uygulama olmuş. Ekstra snack restaurantı da mevcut, döner, pizza, gözleme, hamburger, Waffle-Lokma,Sandviç, meyve ve dondurma büfeleri mevcut. Aç kalma olanağınız yok gibi. Akşam yemeklerinde de her damak tadına uygun yiyecek çıkartılıyor ve hepsinin lezzetide bana göre çok güzeldi. Tebriklerimi iletiyorum.
Havuzlar gayet yeterli büyüklükteydi ve temizdi. Her gün sabah ve gün içinde bir personel devamlı havuzlardan su örneği alıp ölçüm yaptı. Şezlong sıkıntısı otel full olmasına rağmen hiç yaşamadık biz. Saat 10'a kadar önden bırakılan havlular toplanıyor, o sebeple biz havuza hep saat 10 gibi inmemize rağmen her gün aynı bölümde şezlong bulduk, bir sorun yaşamadık. Denize 3-4 dakikalık katamaran gezisi ile gidiliyor, çok eğlenceli ve güzel. Deniz kumsal bölümü ortalama güzellikte. Ama denizi çok beğendik. Aqua parkı da bize yeterli büyüklükte geldi. Çok eğlenceliydi. Çocuklar için ayrı büyük bir kaydırak pisti olmasıda güzeldi.
Animasyon; animatör arkadaşlar ellerinden geleni yapıyorlar. Yeterli bulduğumu söyleyebilirim. Çoğunu misafirlerle ilgilenirken gördüm. Bizimle de ilgilenildi.
Otelin peysajını çok beğendik. Her yer yemyeşil ve tertemizdi. Otelin genel alanları da, genel alanlardaki WCleride hep tertemizdi. Tüm personeller işlerini ciddiye alıp, misafirleri rahat ettirmek için canla başla, güler yüzlü bir biçimde çalışıyorlardı. Tüm personellere burdan kendim ve ailem adına teşekkürlerimizi iletiyorum.

Fakat bir kaç arkadaş için ayrı parantez açmak istiyorum.

Oda temizliğimizi eksiksiz yapan ARİFE HANIM'a,

Sabah kahvaltılarında bizimle ekstra olarak güler yüzlü bir biçimde ilgilenen, eşimin çok çay içmesi sebebi ile bize her sabah bir demlik Termos çay getiren, kendi izinli gününde bile bizi arkadaşına emanet edip termossuz kalmamamızı sağlayan :)) İlgi ve alakasını tatilimiz boyunca hep üst düzeyde tutan GÖNÜL HANIM'a,

Pool Barda tanıştığımız, bize kendine has efsane orjinal meyvelerle hazırladığı alkollü kokteyler ve gösterdiği ilgi ve alaka için Barmen BURAK BEY'e (kesinlikle kokteylerinden tadın)

Aqua Parkta bize göstermiş oldukları ekstra ilgi alaka ve hoş sohbetlerinden dolayı Aqua park görevlileri İSMAİL BEY ve MELİKE HANIM'a ,

Akşamları Lobby Barda, bize gösterdikleri ekstra ilgi alaka ve misafirperverliklerinden ötürü garson SEHER HANIM ve MUSTAFA BEY'e

Ben ve ailem adına ekstra teşekkür etmek istiyorum. İşlerinde başarılar diliyorum, bu şekilde çalışmaya devam ettikleri takdirde işlerinde çok daha iyi yerlere geleceklerini düşünüyorum.

Trendy Lara kesinlikle gönül rahatlığı ile tavsiye edebileceğim ve tekrar gelmeyi düşündüğüm bir tesis.

Herkese iyi tatiller dilerim...",5
Trendy Lara,Otelde ilk günümüz balayı çifti olarak geldiğimiz trendyde çalışanların güleryüzü ilgisi ve samimiyeti bize çok değerli hissettirdi. Lobbyde odamızı beklerken bizimle ilgilenen Hatice hanıma ilgisi ve samimiyeti için buradan çok teşekkür ediyorum. Çok ilgili ve samimiydi💜 Yarın kendisini pool barda görmeyide diliyoruz...,5
Trendy Lara,Otel cok guzel  tekrar gelecegim lobby bar servisi harika  ayse cok guzel service yapti cok begendik hersey guzeldi yemekler harika otel gercekten 5 yildiz hakediyor seneye gorusuruz kadro harika mukemmel👍👏👏👏👏👏trendy Lara mukemmel bir otel,5
Trendy Lara,"Temiz,ferah,imkanları yeterli bir tesis.Bahçe suitler aile konaklamaları için ideal.Hizmet ilgi alaka çok iyi seviyede.Noma ala carte görevlisi Halil Bey’e özellikle teşekkürlerimizi iletmek isteriz ilgisi,bilgisi ve nezaketinden ötürü.",5
Trendy Lara,Yılda 2 kere tatil yapan bir aile olarak trendy otellerinde ilk defa konaklıyoruz şuan oteldeyiz bir kaç eksiği söylemek istiyorum çocuklu bir aile iseniz çocuk kulübü çalışanları ilgili ama çocuk mini club için sanki başka otele gidiyorsunuz. o kadar uzağa akşam yemeğini saatinde yetişmeniz mümkün değil ilk defa böyle bir otel gördük.havuz seviniyorsanız  idare eder bir tane havuz bar var onda da gündüz ve gece yarım saat kuyruk bekliyorsunuz.deniz kısmı çok vasat  denizi çok dalgalı.yeme içme kaliteli ama akşam eğlenceli hiç yok denecek kadar akşamları canınız sıkılabilir tek artısı o kadar yoğun bir yaz mevsiminden sonra Eylül ayı otel hala kalabalık olmasına rağmen çalışanların hepsi çok Güleryüzlü,3
Side Moon Palace Hotel,Hersene otele giderim moon palace mükemmel ötesi herşey çok kaliteli ve personeli güler yüzlü Bundan sonra bu otelden başka yerede gitmem.çok teşekkür ederiz moon palace otel.10 üzerinden 100 net arkadaş eş dost herkese tavsiye ederim temiz bakımlı ve kaliteli havuz şenzlok eksiği gölgelik eksiği yok agua parkı yeterli seviyede başarılı bir yer sahiplerine ve müdürlerine çok teşekkür ediyorum,5
